impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-097770,A523524,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1696097,LOST,Charlotte,Cat,,Female,Domestic Shorthair,Unknown,04/03/2017 12:00:00 AM,Date Lost,14100 174TH PL NE,REDMOND,WA,98052,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1696097,Image Copyright HLP Inc. 2017,"14100 174TH PL NE
REDMOND, WA 98052
",
K17-097458,A522606,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689805,LOST,Emma,Dog,,Female,Jack Russell Terrier,Unknown,03/22/2017 12:00:00 AM,Date Lost,400 4TH AVE,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689805,Image Copyright HLP Inc. 2017,"400 4TH AVE
KIRKLAND, WA 98033
",
K17-097915,A524171,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1699574,LOST,Taco,Dog,,Male,Chihuahua - Smooth Coated,Unknown,04/10/2017 12:00:00 AM,Date Lost,800 10TH AVE,SEATTLE,WA,98122,SEATTLE,47.609445,-122.319683,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1699574,Image Copyright HLP Inc. 2017,"800 10TH AVE
SEATTLE, WA 98122
(47.609445, -122.319683)",
K17-098066,A524607,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703160,LOST,Midnight,Cat,,Male,Bombay,Unknown,04/14/2017 12:00:00 AM,Date Lost,30200 108TH AVE SE,AUBURN,WA,98092,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703160,Image Copyright HLP Inc. 2017,"30200 108TH AVE SE
AUBURN, WA 98092
",
K17-097355,A522350,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688014,LOST,Mama Cat,Cat,,Female,Russian Blue,Unknown,03/16/2017 12:00:00 AM,Date Lost,21900 SE 237TH ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688014,Image Copyright HLP Inc. 2017,"21900 SE 237TH ST
MAPLE VALLEY, WA 98038
",
K17-098089,A524630,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703493,LOST,Chet,Cat,,Female,Domestic Mediumhair,Unknown,04/18/2017 12:00:00 AM,Date Lost,25600 126TH PL SE,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703493,Image Copyright HLP Inc. 2017,"25600 126TH PL SE
KENT, WA 98030
",
K17-097302,A522162,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1686507,LOST,Zach,Cat,,Male,American Shorthair,Unknown,03/13/2017 12:00:00 AM,Date Lost,10700 57TH AVE S,SEATTLE,WA,98178,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1686507,Image Copyright HLP Inc. 2017,"10700 57TH AVE S
SEATTLE, WA 98178
",
K17-097939,A524235,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700256,LOST,Lucky,Dog,,Male,Chihuahua - Smooth Coated,Unknown,04/15/2017 12:00:00 AM,Date Lost,WHERE 266TH WAY SE DEAD ENDS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700256,Image Copyright HLP Inc. 2017,"WHERE 266TH WAY SE DEAD ENDS
",
K17-097979,A524410,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701398,LOST,Midnight,Cat,,Male,Domestic Mediumhair,Unknown,04/08/2017 12:00:00 AM,Date Lost,30200 108TH AVE SE,AUBURN,WA,98092,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701398,Image Copyright HLP Inc. 2017,"30200 108TH AVE SE
AUBURN, WA 98092
",
K17-097831,A523820,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1697635,In Public Home,,Cat,,Female,Domestic Shorthair,Black / White,04/09/2017 12:00:00 AM,Date Found,10600 NE 68TH STREET SUITE F,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1697635,Image Copyright HLP Inc. 2017,"10600 NE 68TH STREET SUITE F
",
K17-097412,A522475,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689164,LOST,Steve,Cat,,Male,Domestic Shorthair,Unknown,03/19/2017 12:00:00 AM,Date Lost,112TH PL SE,KENT EAST,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689164,Image Copyright HLP Inc. 2017,"112TH PL SE
KENT EAST
",
K17-096407,A519032,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664704,LOST,,Dog,,Male,Beagle,Unknown,01/21/2017 12:00:00 AM,Date Lost,11000 ROSEBERG AVE S,BURIEN,WA,98168,BURIEN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664704,Image Copyright HLP Inc. 2017,"11000 ROSEBERG AVE S
BURIEN, WA 98168
",
K17-097633,A523113,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1693522,LOST,Marshawn,Cat,,Male,American Shorthair,Unknown,03/25/2017 12:00:00 AM,Date Lost,3200 130TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,47.639207,-122.164576,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1693522,Image Copyright HLP Inc. 2017,"3200 130TH AVE NE
BELLEVUE, WA 98005
(47.639207, -122.164576)",
K17-097821,A523724,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1697504,LOST,Stubbs,Cat,,Male,Korat,Unknown,04/06/2017 12:00:00 AM,Date Lost,5300 S FLETCHER ST,SEATTLE,WA,98118,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1697504,Image Copyright HLP Inc. 2017,"5300 S FLETCHER ST
SEATTLE, WA 98118
",
K17-097423,A522487,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689275,LOST,Shiloh,Dog,,Female,Pit Bull,Unknown,03/20/2017 12:00:00 AM,Date Lost,BOTHELL WAY AND N.E. 155TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689275,Image Copyright HLP Inc. 2017,"BOTHELL WAY AND N.E. 155TH ST
",
K17-098003,A524489,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701989,LOST,Robert,Rodent,,Male,Rodent,Unknown,04/18/2017 12:00:00 AM,Date Lost,12300 NE 97TH ST,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701989,Image Copyright HLP Inc. 2017,"12300 NE 97TH ST
KIRKLAND, WA 98033
",
K17-097963,A524352,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701021,LOST,Elliot Ellie,Cat,,Female,Domestic Shorthair,Unknown,04/07/2017 12:00:00 AM,Date Lost,13600 118TH AVE NE,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701021,Image Copyright HLP Inc. 2017,"13600 118TH AVE NE
KIRKLAND, WA 98034
",
K17-097491,A522695,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1690465,LOST,Twilight,Cat,,Female,Domestic Shorthair,Unknown,03/20/2017 12:00:00 AM,Date Lost,18300 152ND CT SE,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1690465,Image Copyright HLP Inc. 2017,"18300 152ND CT SE
RENTON, WA 98058
",
K17-097819,A523718,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1697256,In Public Home,,Dog,,Male,Rottweiler,Black / Brown,04/07/2017 12:00:00 AM,Date Found,1600 NE 80TH ST,SEATTLE,WA,98115,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1697256,Image Copyright HLP Inc. 2017,"1600 NE 80TH ST
SEATTLE, WA 98115
",
K17-097956,A524341,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700733,LOST,,Cat,,Female,American Shorthair,Unknown,04/15/2017 12:00:00 AM,Date Lost,,,WA,98271,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700733,Image Copyright HLP Inc. 2017,"WA 98271
",
K17-097517,A522755,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1691458,LOST,Lola,Cat,,,Domestic Shorthair,Unknown,03/23/2017 12:00:00 AM,Date Lost,21000 SE 269TH ST,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1691458,Image Copyright HLP Inc. 2017,"21000 SE 269TH ST
COVINGTON, WA 98042
",
K17-097950,A524246,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700472,In Public Home,,Dog,,Male,French Bulldog,Brown,04/16/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700472,Image Copyright HLP Inc. 2017,,
K17-097684,A523173,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694489,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Brown / White,03/23/2017 12:00:00 AM,Date Found,20400 INTERNATIONAL BLVD,SEATAC,WA,98198,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694489,Image Copyright HLP Inc. 2017,"20400 INTERNATIONAL BLVD
SEATAC, WA 98198
",
K17-097380,A522375,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688489,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Brown / White,03/18/2017 12:00:00 AM,Date Found,9800 FORBES CREEK DR,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688489,Image Copyright HLP Inc. 2017,"9800 FORBES CREEK DR
KIRKLAND, WA 98033
",
K17-097704,A523271,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694781,LOST,Theo,Cat,,Male,Domestic Longhair,Unknown,03/30/2017 12:00:00 AM,Date Lost,248TH ST NEAR 110TH PL,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694781,Image Copyright HLP Inc. 2017,"248TH ST NEAR 110TH PL
",
K17-097620,A523072,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1693302,LOST,Sheba,Dog,,Female,Labrador Retriever,Unknown,03/29/2017 12:00:00 AM,Date Lost,23400 134TH LN SE,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1693302,Image Copyright HLP Inc. 2017,"23400 134TH LN SE
KENT, WA 98042
",
K17-097681,A523169,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694402,In Public Home,,Dog,,,Lhasa Apso,Black / White,04/01/2017 12:00:00 AM,Date Found,200TH NW AND 3RD AVE NW,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694402,Image Copyright HLP Inc. 2017,"200TH NW AND 3RD AVE NW
",
K17-097862,A523974,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1698701,LOST,Archer,Dog,,Male,German Shepherd,Unknown,04/11/2017 12:00:00 AM,Date Lost,SW KENYON ST.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1698701,Image Copyright HLP Inc. 2017,"SW KENYON ST.
",
K17-098126,A524782,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1704476,LOST,Cooper,Dog,,Male,Australian Cattle Dog,Unknown,04/24/2017 12:00:00 AM,Date Lost,7500 20TH AVE SW,SEATTLE,WA,98106,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1704476,Image Copyright HLP Inc. 2017,"7500 20TH AVE SW
SEATTLE, WA 98106
",
K17-097521,A522760,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1691544,LOST,Tashi,Dog,,Female,Golden Retriever,Unknown,03/23/2017 12:00:00 AM,Date Lost,FLETCHER ST AND 54TH AVE S,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1691544,Image Copyright HLP Inc. 2017,"FLETCHER ST AND 54TH AVE S
",
K17-097727,A523337,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1695229,LOST,Leo,Dog,,Male,Australian Shepherd,Unknown,03/31/2017 12:00:00 AM,Date Lost,100TH AVE NE AND NE 145TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1695229,Image Copyright HLP Inc. 2017,"100TH AVE NE AND NE 145TH ST
",
K17-098090,A524633,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703583,LOST,Chet,Cat,,Female,Domestic Mediumhair,Unknown,04/18/2017 12:00:00 AM,Date Lost,25600 126TH PL SE,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703583,Image Copyright HLP Inc. 2017,"25600 126TH PL SE
KENT, WA 98030
",
K17-097812,A523707,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1697166,LOST,City,Cat,,Male,Domestic Mediumhair,Unknown,04/06/2017 12:00:00 AM,Date Lost,SAME,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1697166,Image Copyright HLP Inc. 2017,"SAME
",
K17-098044,A524579,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1702841,LOST,Daegus,Dog,,Male,Tibetan Mastiff,Unknown,04/20/2017 12:00:00 AM,Date Lost,CMBLND KNSKT RD NEAR GREEN RIVER CYCLES,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1702841,Image Copyright HLP Inc. 2017,"CMBLND KNSKT RD NEAR GREEN RIVER CYCLES
",
K17-098053,A524586,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1702914,LOST,Filbert,Cat,,Male,Domestic Shorthair,Unknown,04/19/2017 12:00:00 AM,Date Lost,1800 NE 40TH ST,UN,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1702914,Image Copyright HLP Inc. 2017,"1800 NE 40TH ST
UN
",
K17-097401,A522462,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688907,LOST,Dotto,Dog,,Female,Australian Cattle Dog,Unknown,03/18/2017 12:00:00 AM,Date Lost,128 JOPPISH RD,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688907,Image Copyright HLP Inc. 2017,"128 JOPPISH RD
",
K17-097518,A522758,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1691531,LOST,Sascha,Dog,,Male,Miniature Poodle,Unknown,03/26/2017 12:00:00 AM,Date Lost,2400 204TH AVE SE,SAMMAMISH,WA,98075,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1691531,Image Copyright HLP Inc. 2017,"2400 204TH AVE SE
SAMMAMISH, WA 98075
",
K17-097692,A523181,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694599,LOST,Peep,Cat,,Female,Domestic Shorthair,Unknown,03/30/2017 12:00:00 AM,Date Lost,7600 NE 140TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694599,Image Copyright HLP Inc. 2017,"7600 NE 140TH PL
KIRKLAND, WA 98034
",
K17-097805,A523697,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1696932,In Public Home,,Cat,,Female,Domestic Shorthair,Unknown,04/05/2017 12:00:00 AM,Date Found,112TH AVE NE NEAR NE 20TH STREET,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1696932,Image Copyright HLP Inc. 2017,"112TH AVE NE NEAR NE 20TH STREET
",
K17-097707,A523275,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694875,LOST,Lorax,Cat,,Male,Domestic Shorthair,Unknown,03/26/2017 12:00:00 AM,Date Lost,23700 17TH PL W,BOTHELL,WA,98021,SNOHOMISH COUNT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694875,Image Copyright HLP Inc. 2017,"23700 17TH PL W
BOTHELL, WA 98021
",
K17-097321,A522281,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1687192,LOST,Leia,Dog,,Female,Chihuahua - Smooth Coated,Unknown,03/15/2017 12:00:00 AM,Date Lost,,,,98467,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1687192,Image Copyright HLP Inc. 2017,"98467
",
K17-097667,A523155,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694314,LOST,Boo,Cat,,Female,Domestic Shorthair,Unknown,03/27/2017 12:00:00 AM,Date Lost,31000 53RD AVE SW,FEDERAL WAY,WA,98023,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694314,Image Copyright HLP Inc. 2017,"31000 53RD AVE SW
FEDERAL WAY, WA 98023
",
K17-097424,A522488,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689290,In Public Home,,Cat,,,American Curl Longhair,Black / White,03/18/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689290,Image Copyright HLP Inc. 2017,,
K17-097983,A524414,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701456,LOST,Shady,Dog,,,Pit Bull,Unknown,04/18/2017 12:00:00 AM,Date Lost,196TH AVE SE AND SE 142ND ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701456,Image Copyright HLP Inc. 2017,"196TH AVE SE AND SE 142ND ST
",
K17-098065,A524605,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703144,LOST,Daisy,Cat,,Female,Domestic Mediumhair,Unknown,04/21/2017 12:00:00 AM,Date Lost,1600 134TH AVENUE SE,APT,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703144,Image Copyright HLP Inc. 2017,"1600 134TH AVENUE SE
APT
",
K17-097290,A522137,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1686361,LOST,Owen,Dog,,Male,Beagle,Unknown,03/13/2017 12:00:00 AM,Date Lost,600 NW 87TH ST,SEATTLE,WA,98117,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1686361,Image Copyright HLP Inc. 2017,"600 NW 87TH ST
SEATTLE, WA 98117
",
K17-098030,A524522,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1702074,LOST,Makapu,Dog,,Male,Vizsla,Unknown,04/19/2017 12:00:00 AM,Date Lost,31600 NE 144TH ST,DUVALL,WA,98019,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1702074,Image Copyright HLP Inc. 2017,"31600 NE 144TH ST
DUVALL, WA 98019
",
K17-097782,A523619,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1696454,In Public Home,,Cat,,Female,Domestic Shorthair,White,04/05/2017 12:00:00 AM,Date Found,BELLEVUE WAY,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1696454,Image Copyright HLP Inc. 2017,"BELLEVUE WAY
",
K17-098031,A524523,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1702100,LOST,Lily,Dog,,Female,Rat Terrier,Unknown,04/18/2017 12:00:00 AM,Date Lost,17000 SE JONES RD,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1702100,Image Copyright HLP Inc. 2017,"17000 SE JONES RD
RENTON, WA 98058
",
K17-097708,A523276,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694885,LOST,Orion,Dog,,Male,Labrador Retriever,Unknown,04/02/2017 12:00:00 AM,Date Lost,1000 STONE BROOK DR SW,NORTH BEND,WA,98045,NORTH BEND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694885,Image Copyright HLP Inc. 2017,"1000 STONE BROOK DR SW
NORTH BEND, WA 98045
",
K17-097922,A524205,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1699848,LOST,Simha,Cat,,Male,Maine Coon,Unknown,03/27/2017 12:00:00 AM,Date Lost,800 NW INNIS ARDEN DR,SHORELINE,WA,98177,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1699848,Image Copyright HLP Inc. 2017,"800 NW INNIS ARDEN DR
SHORELINE, WA 98177
",
K17-097902,A524120,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1699249,LOST,Romeo,Cat,,Male,Domestic Longhair,Unknown,04/10/2017 12:00:00 AM,Date Lost,26000 SE 38TH CT,SAMMAMISH,WA,98029,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1699249,Image Copyright HLP Inc. 2017,"26000 SE 38TH CT
SAMMAMISH, WA 98029
",
